Symbol	Description
TPK.L	Travis Perkins Plc
TPOS.L	Third Point Offshore Investors Limited
TPOU.L	Third Point Offshore Investors Limited
TPR1.L	Tullett Prebon Plc
TPT.L	Topps Tiles Plc
TPX.L	The Panoply Holdings Plc
TR19.L	United Kingdom
TR20.L	United Kingdom
TR22.L	United Kingdom
TR24.L	United Kingdom
TR25.L	United Kingdom
TR26.L	United Kingdom
TR27.L	United Kingdom
TR28.L	United Kingdom
TR30.L	United Kingdom
TR32.L	United Kingdom
TR34.L	United Kingdom
TR37.L	United Kingdom
TR38.L	United Kingdom
TR40.L	United Kingdom
TR46.L	United Kingdom
TR4Q.L	United Kingdom
TR60.L	United Kingdom
TR68.L	United Kingdom
TR8F.L	United Kingdom
TRAK.L	Trakm8 Holdings Plc
TRB.L	Tribal Group Plc
TRCS.L	Tracsis Plc
TRD.L	Triad Group Plc
TREE.L	Cambium Global Timberland Limited
TRG.L	TR European Growth Trust Plc
TRGOV01.L	
TRI.L	Trifast Plc
TRIG.L	The Renewables Infrastru
TRIN.L	Trinity Exploration & Pr
TRP.L	Tower Resources Plc
TRR.L	Trident Resources Plc
TRS.L	Tarsus Group Plc
TRS3.L	SSGA SPDR ETFS Europe I
TRS5.L	SSGA SPDR ETFS Europe I Plc
TRS7.L	SSGA SPDR ETFS Europe I Plc
TRSX.L	SSGA SPDR ETFS Europe I Plc
TRSY.L	SSGA SPDR ETFS Europe I Plc
TRT.L	Transense Technologies Plc
TRTQ.L	United Kingdom
TRU.L	Trufin Plc
TRX.L	Tissue Regenix Group Plc
TRY.L	TR Property Investment Trust Plc
TS19.L	United Kingdom
TS1L.L	Tesco Personal Finance P
TS20.L	United Kingdom
TSC5.L	Tesco Personal Finance P
TSCO.L	Tesco Plc
TSG.L	Trans-Siberian Gold Plc
TSI.L	Two Shields Investments Plc
TSL.L	Thinksmart Limited
TST.L	Touchstar Plc
TSTL.L	Tristel Plc
TSTR.L	Tri-Star Resources Plc
TSY3.L	SSGA SPDR ETFS Europe I
TTA.L	Total S.A.
TTG.L	Tt Electronics Plc
TTST.L	Tata Steel Limited
TUI.L	Tui Ag
TUNE.L	Focusrite Plc
TUNG.L	Tungsten Corporation Plc
TURL.L	Lyxor International Asse
TURU.L	Lyxor International Asse
TW.L	Taylor Wimpey
TW100.L	Tsec Taiwan Mid-Cap
TW50.L	FTSE Tsec Taiwan 50 Inde
TW50U.L	Tsec Taiwan 50 Index
TWD.L	Trackwise Designs Plc
TWDP.L	Tsec Taiwan Dividend
TWEI.L	Tsec Taiwan Eight Industries
TWSH.L	Tsec Taiwan Shariah Index
TWTECH.L	Tsec Taiwan Technology
TXH.L	Tex Holdings Plc
TXP.L	Touchstone Exploration Inc
TY21.L	United Kingdom
TYM.L	Tertiary Minerals Plc
TYMN.L	Tyman Plc
TYT.L	Toyota Motor Corporation
U10G.L	Multi Units France
U13G.L	Multi Units France
U35G.L	Multi Units Luxembourg
U57G.L	Multi Units France
U71G.L	Multi Units Luxembourg
UAI.L	U and I Group Plc
UANC.L	Urban&Civic Plc
UAV.L	Unicorn Aim Vct Plc
UB00.L	UBS ETF
UB02.L	UBS ETF
UB03.L	UBS ETF
UB0500.L	FTSE 350 Supersector Oil
UB06.L	UBS ETF
UB0A.L	UBS [Irl] ETF Plc
UB0B.L	UBS [Irl] ETF Plc
UB0C.L	UBS ETF
UB0D.L	UBS ETF
UB0E.L	UBS ETF
UB0F.L	UBS ETF
UB1300.L	FTSE 350 Supersector Che
UB17.L	UBS ETF
UB1700.L	FTSE 350 Supersector Bas
UB20.L	UBS ETF
UB23.L	UBS ETF
UB2300.L	FTSE 350 Supersector Con
UB2700.L	FTSE 350 Supersector Ind
UB30.L	UBS ETF
UB32.L	UBS ETF
UB3300.L	FTSE 350 Supersector Aut
UB3500.L	FTSE 350 Supersector Foo
UB3700.L	FTSE 350 Supersector Per
UB39.L	UBS ETF
UB45.L	UBS ETF
UB4500.L	FTSE 350 Supersector Hea
UB5300.L	FTSE 350 Supersector Ret
UB5500.L	FTSE 350 Supersector Med
UB5700.L	FTSE 350 Supersector Tra
UB6500.L	FTSE 350 Supersector Tel
UB69.L	UBS ETF
UB74.L	UBS ETF
UB7500.L	FTSE 350 Supersector Uti
UB82.L	UBS ETF
UB8300.L	FTSE 350 Supersector Ban
UB8500.L	FTSE 350 Supersector Ins
UB8600.L	FTSE 350 Supersector Rea
UB8700.L	FTSE 350 Supersector Fin
UB89.L	UBS ETF
UB9500.L	FTSE 350 Supersector Tec
UBEU.L	UBS ETF
UBI.L	Ubisense Group Plc
UBTL.L	UBS ETF
UBTP.L	UBS ETF
UBTS.L	UBS ETF
UBXX.L	UBS ETF
UC03.L	UBS (Irl) ETF Plc
UC04.L	UBS (Irl) ETF Plc
UC07.L	UBS (Irl) ETF Plc
UC13.L	UBS (Irl) ETF Plc
UC14.L	UBS ETFS Plc
UC15.L	UBS ETFS Plc
UC44.L	UBS ETF
UC46.L	UBS ETF
UC55.L	UBS ETF
UC63.L	UBS ETF
UC64.L	UBS ETF
UC65.L	UBS ETF
UC67.L	UBS ETF
UC68.L	UBS ETF
UC79.L	UBS ETF
UC81.L	UBS ETF
UC82.L	UBS ETF
UC85.L	UBS ETF
UC86.L	UBS ETF
UC87.L	UBS ETF
UC90.L	UBS ETFS Plc
UC93.L	UBS ETF
UC94.L	UBS ETF
UC97.L	UBS ETF
UC98.L	UBS ETF
UCAP.L	Ossiam Lux
UCG.L	United Carpets Group Plc
UDG.L	United Drug Plc
UDVD.L	SSGA SPDR ETFS Europe I Plc
UEM.L	Utilico Emerging Markets Limited
UEN.L	Urals Energy Public Company Limited
UEX.L	Urban Exposure Plc
UFLT.L	Source Markets II Plc
UFO.L	Alien Metals Limited
UFSD.L	Ishares IV Plc
UGAS.L	ETFS Commodity Securities Limited
UGNA.L	Epra/Nareit North America Index [Usd]
UHYG.L	Lyxor Index Fund
UIFS.L	Ishares V Public Limited Company
UINC.L	First Trust Global Funds Public Limited
UINE.L	Multi Units Luxembourg
UJO.L	Union Jack Oil Plc
UK3L.L	ETFS Equity Securities L
UK3S.L	ETFS Equity Securities L
UKCM.L	UK Commercial Property Trust Ld
UKCO.L	SSGA SPDR ETFS Europe I Plc
UKDIGEQ.L	FTSE UK Digital Services
UKDV.L	SSGA SPDR ETFS Europe I Plc
UKHD.L	Powershares Glbal Funds Ireland Plc
UKLCEQSN.L	FTSE UK Large Cap Equall
UKML.L	UK Mortgages Limited
UKMV.L	Ossiam Lux
UKOG.L	UK Oil & Gas Investments
UKR.L	Ukrproduct Group Limited
UKRE.L	Ishares III Plc
UKSR.L	UBS [Irl] ETF Plc
UKW.L	Greencoat UK Wind Plc
UKX.L	FTSE 100
UKXDUK.L	FTSE 100 Total Return Declared Dividend
UKXEQ.L	FTSE 100 Equally Index
UKXEQSP.L	FTSE 100 Equally Weighted Net Tax Expiry
UKXEQW.L	FTSE 100 Equally Weighted Index
UKXI1X.L	FTSE 100 Daily Short Str
UKXI2.L	FTSE 100 Daily Super Sho
UKXI2X.L	FTSE 100 Daily Super Sho
UKXI3X.L	FTSE 100 Daily Ultra Sho
UKXI5X.L	FTSE 100 Gross TR Index
UKXL2.L	FTSE 100 Daily Leveraged
UKXL2X.L	FTSE 100 Daily Leveraged
UKXL3X.L	FTSE 100 Daily Super Lev
UKXL4X.L	FTSE 100 Daily Ultra Lev
UKXL5X.L	FTSE 100 TR Index
UKXM.L	FTSE 100 Mini Index
UKXMV.L	FTSE 100 Minimum Variance Index
UKXNUK.L	FTSE 100 Net Dividend Index
UKXS.L	FTSE 100 Daily Short Ind
UKXSP.L	FTSE 100 Expiry Index
UKXUSD.L	FTSE 100 - USD Index
UKXUSDM.L	FTSE 100 USD Mini Index
ULE.L	Ultra Electronics Holdings Plc
ULS.L	Uls Technology Plc
ULVR.L	Unilever Plc
UNG.L	Universe Group Plc
UNGL.L	Epra/Nareit Global Index [Usd]
UNUS.L	Epra United States Index
UOG.L	United Oil & Gas Plc
UPGS.L	Up Global Sourcing Holdings Plc
UPL.L	Upland Resources Limited
UPRA.L	Epra Europe Index [Usd]
UPVL.L	UBS [Irl] ETF Plc
URGB.L	ETFS Foreign Exchange Limited
URU.L	Uru Metals Limited
US10.L	Multi Units France
US13.L	Multi Units France
US500.L	FTSE US 500 Index
US57.L	Multi Units France
USA.L	Baillie Gifford US Growth Trust Plc
USAG.L	SSGA SPDR ETFS Europe I Plc
USAL.L	Lyxor International Asse
USAU.L	Lyxor International Asse
USCB.L	SSGA SPDR ETFS Europe I Plc
USCO.L	SSGA SPDR ETFS Europe I Plc
USCSLL2X.L	FTSE USA Small Cap Super Liquid 2X Daily
USCSLL3X.L	FTSE USA Small Cap Super Liquid 3X Daily
USCSLS1X.L	FTSE USA Small Cap Super Liquid Daily Sh
USCSLS2X.L	FTSE USA Small Cap Super Liquid 2X Daily
USCSLS3X.L	FTSE USA Small Cap Super Liquid 3X Daily
USD2.L	ETFS Foreign Exchange Li
USDV.L	SSGA SPDR ETFS Europe I Plc
USEF.L	Fundlogic Alternatives P
USFL.L	Ishares IV Plc
USG.L	Ultimate Sports Group Plc
USGB.L	ETFS Foreign Exchange Limited
USHF.L	Fundlogic Alternatives Plc
USHY.L	Lyxor Index Fund
USIG.L	Lyxor Index Fund
USIX.L	Lyxor Index Fund
USLV.L	SSGA SPDR ETFS Europe I
USMV.L	Ossiam Lux
USP3.L	ETFS Foreign Exchange Li
USP5.L	ETFS Foreign Exchange Limited
USPG.L	UBS [Irl] ETF Plc
USPR.L	Ishares III Plc
USPY.L	Go Ucits ETF Solutions Plc
USRE.L	Ishares III Plc
USSC.L	SSGA SPDR ETFS Europe II
USTY.L	SSGA SPDR ETFS Europe I
USVL.L	SSGA SPDR ETFS Europe II
USY.L	Unisys Corporation
UTG.L	Unite Group Plc
UTIG.L	Multi Units Luxembourg
UTIL.L	SSGA SPDR ETFS Europe II
UTIP.L	SSGA SPDR ETFS Europe I Plc
UTIW.L	Multi Units Luxembourg
UTL.L	Utilico Investments Limited
UTLE.L	Utilico Finance Limited
UTLF.L	Uil Finance Limited
UTLG.L	Uil Finance Limited
UTLH.L	Uil Finance Limited
UTW.L	Utilitywise Plc
UU.L	United Utilities
UVAL.L	SSGA SPDR ETFS Europe II
UVEL.L	Univision Engineering Limited
VAL.L	Valirx Plc
VANL.L	Van Elle Holdings Plc
VAPX.L	Vanguard Funds Plc
VAST.L	Vast Resources Plc
VCP.L	Victoria Plc
VCT.L	Victrex Plc
VDCP.L	Vanguard Funds Plc
VDEM.L	Vanguard Funds Plc
VDET.L	Vanguard Funds Plc
VDEV.L	Vanguard Funds Plc
VDJP.L	Vanguard Funds Plc
VDLQ.L	Vanguard Funds Plc
VDMO.L	Vanguard Funds Plc
VDMV.L	Vanguard Funds Plc
VDNR.L	Vanguard Funds Plc
VDPX.L	Vanguard Funds Plc
VDTK.L	Verditek Plc
VDTY.L	Vanguard Funds Plc
VDUC.L	Vanguard Funds Plc
VDVA.L	Vanguard Funds Plc
VDXX.L	Vanguard Funds Plc
VEC.L	Vectura Group Plc
VECP.L	Vanguard Funds Plc
VEIL.L	Vietnam Enterprise Investments Limited
VEL.L	Velocity Composites Plc
VELA.L	Vela Technologies Plc
VEMT.L	Vanguard Funds Plc
VEN.L	Ventus Vct Plc
VEN2.L	Ventus 2 Vct Plc
VENC.L	Ventus Vct Plc
VENN.L	Venn Life Sciences Holdi
VERX.L	Vanguard Funds Plc
VETY.L	Vanguard Funds Plc
VEUD.L	Vanguard Funds Plc
VEUR.L	Vanguard Funds Plc
VEVE.L	Vanguard Funds Plc
VFEM.L	Vanguard Funds Plc
VGAS.L	Volga Gas Plc
VGOV.L	Vanguard Funds Plc
VHYD.L	Vanguard Funds Plc
VHYL.L	Vanguard Funds Plc
VILX.L	Boost Issuer Public Limited Company
VIN.L	Value and Income Trust Plc
VIS2.L	Leverage Shares Public Limited Company
VIXL.L	Boost Issuer Public Limited Company
VJPN.L	Vanguard Funds Plc
VLE.L	Volvere Plc
VLG.L	Venture Life Group Plc
VLIQ.L	Vanguard Funds Plc
VLS.L	Velocys Plc
VLTY.L	Veltyco Group Plc
VLX.L	Volex Plc
VMID.L	Vanguard Funds Plc
VMOM.L	Vanguard Funds Plc
VMVL.L	Vanguard Funds Plc
VNC.L	Ventus 2 Vct Plc
VNET.L	Vianet Group Plc
VNH.L	Vietnam Holding Limited
VNL.L	Vinaland Limited
VNRT.L	Vanguard Funds Plc
VOD.L	Vodafone Group Plc
VOF.L	Vinacapital Vietnam Opportunity Fund Ld
VOG.L	Victoria Oil & Gas Plc
VOR.L	Vordere Plc
VP.L	VP Plc
VRE.L	Vr Education Holdings Plc
VRP.L	Verona Pharma Plc
VRPS.L	Invesco Markets II Plc
VRS.L	Versarien Plc
VSL.L	Vpc Specialty Lending In
VSN.L	Verseon Corporation Plc
VSVS.L	Vesuvius Plc
VTA.L	Volta Finance Limited
VTAS.L	Volta Finance Limited
VTBR.L	Jsc Vtb Bank
VTC.L	Vitec Group Plc [The]
VTU.L	Vertu Motors Plc
VUCP.L	Vanguard Funds Plc
VUKE.L	Vanguard Funds Plc
VUSA.L	Vanguard Funds Plc
VUSC.L	Vanguard Funds Plc
VUSD.L	Vanguard Funds Plc
VUTY.L	Vanguard Funds Plc
VVAL.L	Vanguard Funds Plc
VVO.L	Vivo Energy Plc
VWRD.L	Vanguard Funds Plc
VWRL.L	Vanguard Funds Plc
VX5E.L	Vanguard Funds Plc
W7L.L	Warpaint London Plc
WAND.L	Wandisco Plc
WATL.L	Lyxor International Asse
WATR.L	Water Intelligence Plc
WCH.L	Wilmcote Holdings Plc
WCOA.L	Wisdomtree Issuer Plc
WCOB.L	Wisdomtree Issuer Plc
WCOD.L	SSGA SPDR ETFS Europe II Plc
WCOG.L	Wisdomtree Issuer Plc
WCOM.L	Wisdomtree Issuer Plc
WCOS.L	SSGA SPDR ETFS Europe II Plc
WCW.L	Walker Crips Group Plc
WDC.L	Widecells Group Plc
WDMV.L	Ossiam Lux
WDSC.L	SSGA SPDR ETFS Europe II
WEAT.L	ETFS Commodity Securities Limited
WEB.L	Webis Holdings Plc
WEIR.L	Weir Group Plc
WEN.L	Wentworth Resources Plc
WEY.L	Wey Education Plc
WFIN.L	SSGA SPDR ETFS Europe II Plc
WG.L	Wood Group (John)
WGB.L	Walker Greenbank Plc
WHEA.L	SSGA SPDR ETFS Europe II Plc
WHI.L	W.H. Ireland Group Plc
WHR.L	Warehouse REIT Plc
WI01.L	FTSE World
WI02.L	FTSE World Ex South Afri
WI03.L	FTSE World Europe Ex EUR
WIAU.L	Ishares IV Plc
WIAUS.L	FTSE Australia Index
WIAUT.L	FTSE Austria Index
WIBEL.L	FTSE Belgium/Lux Index
WIBRA.L	FTSE Brazil Index
WICAN.L	FTSE Canada Index
WICHE.L	FTSE Switzerland Index
WICHL.L	FTSE Chile Index
WICHN.L	FTSE China Index
WICOL.L	FTSE Colombia Index
WICZH.L	FTSE Czech Rep. Index
WIDEN.L	FTSE Denmark Index
WIDEU.L	FTSE Germany Index
WIEGY.L	FTSE Egypt Index
WIESP.L	FTSE Spain Index
WIFIN.L	FTSE Finland Index
WIFRA.L	FTSE France Index
WIGBR.L	FTSE UK Index
WIGG.L	Ishares IV Plc
WIGRC.L	FTSE Greece Index
WIHKG.L	FTSE Hong Kong Index
WIHUN.L	FTSE Hungary Index
WIIDN.L	FTSE Indonesia Index
WIIND.L	FTSE India Index
WIIRL.L	FTSE Ireland Index
WIISR.L	FTSE Israel Index
WIITA.L	FTSE Italy Index
WIJPNC.L	FTSE Japan Index
WIJPNE.L	FTSE Japan Index EUR
WIJPNG.L	FTSE Japan Index - GBP
WIJPNL2X.L	FTSE Japan 2X Daily Leveraged Index
WIJPNL3X.L	FTSE Japan 3X Daily Leveraged Index
WIJPNS1X.L	FTSE Japan Daily Short Index
WIJPNS2X.L	FTSE Japan 2X Daily Short Index
WIJPNS3X.L	FTSE Japan 3X Daily Short Index
WIJPNU.L	FTSE Japan Index - USD
WIJPUMVN.L	FTSE Japan Minimum Varia
WIKOR.L	FTSE Korea Index
WIKWT.L	FTSE Kuwait Index
WIL.L	Wilmington Group Plc
WIMAL.L	FTSE Malaysia Index
WIMEX.L	FTSE Mexico Index
WIN.L	Wincanton Plc
WINE.L	Majestic Wine Plc
WING.L	Ishares IV Plc
WINK.L	M Winkworth Plc
WINLD.L	FTSE Netherlands Index
WINOR.L	FTSE Norway Index
WINZL.L	FTSE New Zealand Index
WIPAK.L	FTSE Pakistan Index
WIPER.L	FTSE Peru Index
WIPHL.L	FTSE Philippines Index
WIPOL.L	FTSE Poland Index
WIPTL.L	FTSE Portugal Index
WIQAT.L	FTSE Qatar Index
WIRUS.L	FTSE Russia Index
WISGP.L	FTSE Singapore Index
WISWE.L	FTSE Sweden Index
WITHA.L	FTSE Thailand Index
WITUR.L	FTSE Turkey Index
WITWN.L	FTSE Taiwan Index
WIUAE.L	FTSE UAE Index
WIUSA.L	FTSE USA Index
WIUSAMVN.L	FTSE USA Minimum Varianc
WIZAF.L	FTSE South Africa Index
WIZZ.L	Wizz Air Holdings Plc
WJG.L	Watkin Jones Plc
WKOF.L	Weiss Korea Opportunity
WKP.L	Workspace Group Plc
WLDD.L	Lyxor International Asse
WLDL.L	Lyxor International Asse
WLDS.L	Ishares III Plc
WLDU.L	Lyxor International Asse
WMAT.L	SSGA SPDR ETFS Europe II Plc
WMH.L	William Hill Plc
WNDU.L	SSGA SPDR ETFS Europe II Plc
WNGE.L	Ishares IV Plc
WNRG.L	SSGA SPDR ETFS Europe II Plc
WOOD.L	Ishares II Plc
WOSC.L	SSGA SPDR ETFS Europe II
WPC.L	Witan Pacific Investment Trust Plc
WPCT.L	Woodford Patient Capital
WPHO.L	Windar Photonics Plc
WPP.L	Wpp Plc
WPY.L	Worldpay Inc
WQDS.L	Ishares II Plc
WQDV.L	Ishares II Plc
WRES.L	W Resources Plc
WRKS.L	Theworks.Co.Uk Plc
WSBN.L	Wishbone Gold Plc
WSG.L	Westminster Group Plc
WSML.L	Ishares III Plc
WSP.L	Wynnstay Properties Plc
WTAN.L	Witan Investment Trust Plc
WTB.L	Whitbread Plc
WTE.L	Westmount Energy Limited
WTEC.L	SSGA SPDR ETFS Europe II Plc
WTEL.L	SSGA SPDR ETFS Europe II Plc
WTG.L	Watchstone Group Plc
WTID.L	Boost Issuer Public Limi
WTR.L	World Trust Fund
WUKD.L	Wisdomtree Issuer Plc
WUTI.L	SSGA SPDR ETFS Europe II Plc
WWH.L	Worldwide Healthcare Trust Plc
WYG.L	Wyg Plc
WYN.L	Wynnstay Group Plc
X7PP.L	Source Markets Public Li
X7PS.L	Source Markets Public Li
XAR.L	Xaar Plc
XASX.L	DB X-Trackers Dbx FTSE All-Shar
XAUS.L	DB X-Trackers Dbx S&P/Asx 200 E
XAXD.L	DB X-Trackers Dbx MSCI AC Asia
XAXJ.L	DB X-Trackers Dbx MSCI AC Asia
XBAG.L	DB X-Trackers II
XBAK.L	DB X-Trackers Dbx MSCI Pakistan
XBAN.L	DB X-Trackers Dbx MSCI Banglade
XBCU.L	DB X-Trackers Dbx Dblci - Oy BA
XBGG.L	DB X-Trackers II
XBLC.L	DB X-Trackers II
XCAD.L	DB X-Trackers Dbx MSCI Canada E
XCHA.L	DB X-Trackers Dbx Csi300 ETF
XCS2.L	DB X-Trackers II
XCS3.L	DB X-Trackers
XCS4.L	DB X-Trackers
XCS5.L	DB X-Trackers
XCS6.L	DB X-Trackers
XCT9.L	DB Etc Index Plc
XCX3.L	DB X-Trackers
XCX4.L	DB X-Trackers
XCX5.L	DB X-Trackers
XCX6.L	DB X-Trackers
XD3E.L	DB X-Trackers
XD5D.L	DB X-Trackers
XD5E.L	DB X-Trackers
XD5F.L	DB X-Trackers
XD5S.L	DB X-Trackers
XD9U.L	Concept Fund Solutions P
XDAX.L	DB X-Trackers
XDBG.L	DB X-Trackers Dbx Dblci - Oy BA
XDDX.L	DB X-Trackers DB X-Trackers DAX
XDEB.L	Concept Fund Solutions P
XDEM.L	Concept Fund Solutions P
XDEQ.L	Concept Fund Solutions P
XDER.L	DB X-Trackers Dbx FTSE Epra/Nar
XDEV.L	Concept Fund Solutions P
XDEW.L	Concept Fund Solutions P
XDEX.L	Concept Fund Solutions P
XDGM.L	Concept Fund Solutions P
XDGU.L	Concept Fund Solutions Plc
XDJP.L	DB X-Trackers Dbxt Nikkei 225 D
XDN0.L	Concept Fund Solutions P
XDND.L	Concept Fund Solutions P
XDNG.L	Concept Fund Solutions P
XDNS.L	Concept Fund Solutions P
XDNU.L	Concept Fund Solutions P
XDNY.L	Concept Fund Solutions P
XDPG.L	Concept Fund Solutions P
XDUK.L	DB X-Trackers Dbxt Ftse100 [Dir
XDUS.L	Concept Fund Solutions P
XDW0.L	Concept Fund Solutions Plc
XDWC.L	Concept Fund Solutions Plc
XDWD.L	Concept Fund Solutions P
XDWE.L	Concept Fund Solutions P
XDWF.L	Concept Fund Solutions Plc
XDWG.L	Concept Fund Solutions Plc
XDWH.L	Concept Fund Solutions Plc
XDWI.L	Concept Fund Solutions Plc
XDWL.L	Concept Fund Solutions Plc
XDWM.L	Concept Fund Solutions Plc
XDWS.L	Concept Fund Solutions Plc
XDWT.L	Concept Fund Solutions Plc
XDWU.L	Concept Fund Solutions Plc
XDWY.L	Xtrackers [Ie] Public Limited Company
XEOU.L	DB X-Trackers
XESC.L	DB X-Trackers Dbx Euro Stoxx 50
XESX.L	DB X-Trackers Dbx Euro Stoxx 50
XEUM.L	DB X-Trackers Dbx MSCI Europe M
XFEW.L	Concept Fund Solutions P
XFFE.L	Xtrackers II
XFRM.L	ETFS Commodity Securitie
XFVT.L	DB X-Trackers Dbx FTSE Vietnam
XG7S.L	DB X-Trackers II
XG7U.L	DB X-Trackers II
XGDD.L	DB X-Trackers Dbx Stoxx Global
XGGB.L	Xtrackers II
XGID.L	DB X-Trackers Dbx S&P Gbl Infra
XGIG.L	DB X-Trackers II Dbx Global Inf
XGIU.L	DB X-Trackers II
XGLD.L	DB Etc Plc
XGLE.L	DB X-Trackers II Dbx Iboxx EUR
XGLF.L	Concept Fund Solutions P
XGLS.L	DB Etc Plc
XGSD.L	DB X-Trackers Dbx Stoxx Global
XGSG.L	DB X-Trackers II Dbx Global Sov
XGSI.L	DB X-Trackers II
XHYG.L	DB X-Trackers II
XIDD.L	DB X-Trackers Dbx MSCI Indonesi
XIN0.L	FTSE Xinhua China 25
XIN0CN.L	FTSE China 50 Net Tax CA
XIN0N.L	FTSE Xinhua China 50
XIN0U.L	Ftse/Xinhua China 25 Ind
XIN0UL2X.L	FTSE China 50 2X Daily Leveraged Index
XIN0UL3X.L	FTSE China 50 3X Daily Leveraged Index
XIN0UN.L	FTSE Xinhua China 50
XIN0US1X.L	FTSE China 50 2X Daily Short Index
XIN0US2X.L	FTSE China 50 Daily Short Index
XIN0US3X.L	FTSE China 50 3X Daily Short Index
XIN150.L	FTSE China A 150 Index
XIN3.L	FTSE Xinhua A 200 Index
XIN4.L	FTSE Xinhua A 600 Index
XIN40001.L	FTSE Xin600 Oil & Gas
XIN40530.L	FTSE Xin600 Oil & Gas Pr
XIN40570.L	FTSE Xin600 Oil Equip. S
XIN40580.L	FTSE Xinhua A600 Index A
XIN41000.L	FTSE Xin600 Basic Materi
XIN41350.L	FTSE Xin600 Chemicals
XIN41730.L	FTSE Xin600 Forestry & P
XIN41750.L	FTSE Xin600 Industrial M
XIN41770.L	FTSE Xin600 Mining
XIN42000.L	FTSE Xin600 Industrials
XIN42350.L	FTSE Xin600 Construction
XIN42710.L	FTSE Xin600 Aerospace &
XIN42720.L	FTSE Xin600 General Indu
XIN42730.L	FTSE Xin600 Electronic&E
XIN42750.L	FTSE Xin600 Industrial E
XIN42770.L	FTSE Xin600 Industrial T
XIN42790.L	FTSE Xin600 Support Serv
XIN43000.L	FTSE Xin600 Consumer Goo
XIN43350.L	FTSE Xin600 Automobiles
XIN43530.L	FTSE Xin600 Beverages
XIN43570.L	FTSE Xin600 Food Produce
XIN43720.L	FTSE Xin600 Household Go
XIN43740.L	FTSE Xin600 Leisure Good
XIN43760.L	FTSE Xin600 Personal Goo
XIN44000.L	FTSE Xin600 Health Care
XIN44570.L	FTSE Xin600 Pharmaceutic
XIN45000.L	FTSE Xin600 Consumer Ser
XIN45330.L	FTSE Xin600 Food & Drug
XIN45370.L	FTSE Xin600 General Reta
XIN45550.L	FTSE Xin600 Media
XIN45750.L	FTSE Xin600 Travel & Lei
XIN46000.L	FTSE Xin600 Telecommunic
XIN46570.L	FTSE Xin600 Mobile Telec
XIN47000.L	FTSE Xin600 Utilities
XIN47530.L	FTSE Xin600 Electricity
XIN47570.L	FTSE Xin600 Gas Water &
XIN48000.L	FTSE Xin600 Financials
XIN48350.L	FTSE Xin600 Banks
XIN48570.L	FTSE Xin600 Life Insuran
XIN48630.L	FTSE Xinhua A600 Index R
XIN48770.L	FTSE Xin600 General Fina
XIN49000.L	FTSE Xin600 Technology
XIN49530.L	FTSE Xin600 Software & C
XIN49570.L	FTSE Xin600 Technology H
XIN5.L	FTSE Xinhua A 400 Index
XIN6.L	FTSE Xinhua A Smallcap
XIN7.L	FTSE Xinhua A All-Share
XIN9.L	FTSE China A50 Index
XINA50N.L	FTSE China A50 Net Index
XINBV.L	Ftse/Xinhua Blueship Value 100 Idx
XINC.L	FTSE Xinhua China Index
XINH.L	Ftse/Xinhua H Share Index
XKS2.L	DB X-Trackers
XKSD.L	DB X-Trackers Dbx MSCI Korea Et
XLBP.L	Source Markets Public Li
XLBS.L	Source Markets Public Limited Company
XLCP.L	Invesco Markets Plc
XLCS.L	Invesco Markets Plc
XLDX.L	DB X-Trackers Dbx Levdax Daily
XLEP.L	Source Markets Public Li
XLES.L	Source Markets Public Limited Company
XLFQ.L	Source Markets Public Li
XLFS.L	Source Markets Public Limited Company
XLIP.L	Source Markets Public Li
XLIS.L	Source Markets Public Limited Company
XLKQ.L	Source Markets Public Li
XLKS.L	Source Markets Public Limited Company
XLM.L	Xlmedia Plc
XLPE.L	DB X-Trackers Dbx Lpx Mm Privat
XLPP.L	Source Markets Public Li
XLPS.L	Source Markets Public Limited Company
XLUP.L	Source Markets Public Li
XLUS.L	Source Markets Public Limited Company
XLVP.L	Source Markets Public Li
XLVS.L	Source Markets Public Limited Company
XLYP.L	Source Markets Public Li
XLYS.L	Source Markets Public Limited Company
XMAD.L	DB X-Trackers Dbx MSCI Emerging
XMAF.L	DB X-Trackers Dbx MSCI Efm Afri
XMAS.L	DB X-Trackers Dbx MSCI Emerging
XMAW.L	Concept Fund Solutions P
XMBD.L	DB X-Trackers Dbx MSCI Brazil E
XMBR.L	DB X-Trackers Dbx MSCI Brazil E
XMCX.L	DB X-Trackers Dbx FTSE 250 ETF
XMDU.L	Xtrackers [Ie] Public Limited Company
XMED.L	DB X-Trackers Dbx MSCI Europe E
XMEM.L	DB X-Trackers Dbx MSCI Emerging
XMES.L	DB X-Trackers Dbx MSCI Mexico E
XMEU.L	DB X-Trackers Dbx MSCI Europe E
XMEX.L	DB X-Trackers Dbx MSCI Mexico E
XMGD.L	Xtrackers [Ie] Public Limited Company
XMID.L	DB X-Trackers Dbx MSCI Indonesi
XMJD.L	DB X-Trackers Dbx MSCI Japan Et
XMJG.L	DB X-Trackers Dbx MSCI Japan Et
XMJP.L	DB X-Trackers Dbx MSCI Japan Et
XMLA.L	DB X-Trackers Dbx MSCI EM Latam
XMLD.L	DB X-Trackers Dbx MSCI EM Latam
XMMD.L	DB X-Trackers Dbx MSCI Emerging
XMME.L	Concept Fund Solutions Plc
XMMS.L	Xtrackers [Ie] Public Limited Company
XMRC.L	DB X-Trackers Dbx MSCI Russia 2
